main.py --seed 7

Namespace(algo='q-learning', convg=0.5, env='tokens-v0', eps_final=0.01, eps_frames=450, eps_start=1.0, frames=1500, games=500, gamma=0.99, log_interval=1, lr=0.01, model=None, save_interval=1, seed=7)

Environments loaded

Training status loaded

U 3 | F 3 | G 1 | D 0 | EPS 0.993 | L 1.000 | R 1.000 | Avg L 1.000 | Avg R 1.000
U 393 | F 393 | G 130 | D 0 | EPS 0.129 | L 56.758 | R 58.000 | Avg L 0.438 | Avg R 0.450
U 393 | F 393 | G 131 | D 0 | EPS 0.127 | L 57.858 | R 59.000 | Avg L 0.449 | Avg R 0.460
U 394 | F 394 | G 131 | D 0 | EPS 0.127 | L 57.858 | R 59.000 | Avg L 0.449 | Avg R 0.460
U 395 | F 395 | G 131 | D 0 | EPS 0.124 | L 57.858 | R 59.000 | Avg L 0.449 | Avg R 0.460
U 396 | F 396 | G 131 | D 0 | EPS 0.122 | L 57.858 | R 59.000 | Avg L 0.449 | Avg R 0.460
U 396 | F 396 | G 132 | D 0 | EPS 0.120 | L 58.828 | R 60.000 | Avg L 0.449 | Avg R 0.460
U 397 | F 397 | G 132 | D 0 | EPS 0.120 | L 58.828 | R 60.000 | Avg L 0.449 | Avg R 0.460
U 398 | F 398 | G 132 | D 0 | EPS 0.118 | L 58.828 | R 60.000 | Avg L 0.449 | Avg R 0.460
U 399 | F 399 | G 132 | D 0 | EPS 0.116 | L 58.828 | R 60.000 | Avg L 0.449 | Avg R 0.460
U 399 | F 399 | G 133 | D 0 | EPS 0.113 | L 59.649 | R 61.000 | Avg L 0.457 | Avg R 0.470
U 400 | F 400 | G 133 | D 0 | EPS 0.113 | L 59.649 | R 61.000 | Avg L 0.457 | Avg R 0.470
U 401 | F 401 | G 133 | D 0 | EPS 0.111 | L 59.649 | R 61.000 | Avg L 0.457 | Avg R 0.470
U 402 | F 402 | G 133 | D 0 | EPS 0.109 | L 59.649 | R 61.000 | Avg L 0.457 | Avg R 0.470
U 402 | F 402 | G 134 | D 0 | EPS 0.107 | L 60.466 | R 62.000 | Avg L 0.465 | Avg R 0.480
U 403 | F 403 | G 134 | D 0 | EPS 0.107 | L 60.466 | R 62.000 | Avg L 0.465 | Avg R 0.480
U 404 | F 404 | G 134 | D 0 | EPS 0.104 | L 60.466 | R 62.000 | Avg L 0.465 | Avg R 0.480
U 405 | F 405 | G 134 | D 0 | EPS 0.102 | L 60.466 | R 62.000 | Avg L 0.465 | Avg R 0.480
U 405 | F 405 | G 135 | D 0 | EPS 0.100 | L 60.433 | R 62.000 | Avg L 0.465 | Avg R 0.480
U 406 | F 406 | G 135 | D 0 | EPS 0.100 | L 60.433 | R 62.000 | Avg L 0.465 | Avg R 0.480
U 407 | F 407 | G 135 | D 0 | EPS 0.098 | L 60.433 | R 62.000 | Avg L 0.465 | Avg R 0.480
U 408 | F 408 | G 135 | D 0 | EPS 0.096 | L 60.433 | R 62.000 | Avg L 0.465 | Avg R 0.480
U 408 | F 408 | G 136 | D 0 | EPS 0.093 | L 60.401 | R 62.000 | Avg L 0.455 | Avg R 0.470
U 409 | F 409 | G 136 | D 0 | EPS 0.093 | L 60.401 | R 62.000 | Avg L 0.455 | Avg R 0.470
U 410 | F 410 | G 136 | D 0 | EPS 0.091 | L 60.401 | R 62.000 | Avg L 0.455 | Avg R 0.470
U 411 | F 411 | G 136 | D 0 | EPS 0.089 | L 60.401 | R 62.000 | Avg L 0.455 | Avg R 0.470
U 411 | F 411 | G 137 | D 0 | EPS 0.087 | L 60.370 | R 62.000 | Avg L 0.454 | Avg R 0.470
U 412 | F 412 | G 137 | D 0 | EPS 0.087 | L 60.370 | R 62.000 | Avg L 0.454 | Avg R 0.470
U 413 | F 413 | G 137 | D 0 | EPS 0.084 | L 60.370 | R 62.000 | Avg L 0.454 | Avg R 0.470
U 414 | F 414 | G 137 | D 0 | EPS 0.082 | L 60.370 | R 62.000 | Avg L 0.454 | Avg R 0.470
U 414 | F 414 | G 138 | D 0 | EPS 0.080 | L 61.336 | R 63.000 | Avg L 0.464 | Avg R 0.480
U 415 | F 415 | G 138 | D 0 | EPS 0.080 | L 61.336 | R 63.000 | Avg L 0.464 | Avg R 0.480
U 416 | F 416 | G 138 | D 0 | EPS 0.078 | L 61.336 | R 63.000 | Avg L 0.464 | Avg R 0.480
U 417 | F 417 | G 138 | D 0 | EPS 0.076 | L 61.336 | R 63.000 | Avg L 0.464 | Avg R 0.480
U 417 | F 417 | G 139 | D 0 | EPS 0.073 | L 61.305 | R 63.000 | Avg L 0.464 | Avg R 0.480
U 418 | F 418 | G 139 | D 0 | EPS 0.073 | L 61.305 | R 63.000 | Avg L 0.464 | Avg R 0.480
U 419 | F 419 | G 139 | D 0 | EPS 0.071 | L 61.305 | R 63.000 | Avg L 0.464 | Avg R 0.480
U 420 | F 420 | G 139 | D 0 | EPS 0.069 | L 61.305 | R 63.000 | Avg L 0.464 | Avg R 0.480
U 420 | F 420 | G 140 | D 0 | EPS 0.067 | L 61.274 | R 63.000 | Avg L 0.463 | Avg R 0.480
U 421 | F 421 | G 140 | D 0 | EPS 0.067 | L 61.274 | R 63.000 | Avg L 0.463 | Avg R 0.480
U 422 | F 422 | G 140 | D 0 | EPS 0.064 | L 61.274 | R 63.000 | Avg L 0.463 | Avg R 0.480
U 423 | F 423 | G 140 | D 0 | EPS 0.062 | L 61.274 | R 63.000 | Avg L 0.463 | Avg R 0.480
U 423 | F 423 | G 141 | D 0 | EPS 0.060 | L 62.272 | R 64.000 | Avg L 0.464 | Avg R 0.480
U 424 | F 424 | G 141 | D 0 | EPS 0.060 | L 62.272 | R 64.000 | Avg L 0.464 | Avg R 0.480
U 425 | F 425 | G 141 | D 0 | EPS 0.058 | L 62.272 | R 64.000 | Avg L 0.464 | Avg R 0.480
U 426 | F 426 | G 141 | D 0 | EPS 0.056 | L 62.272 | R 64.000 | Avg L 0.464 | Avg R 0.480
U 426 | F 426 | G 142 | D 0 | EPS 0.053 | L 62.242 | R 64.000 | Avg L 0.453 | Avg R 0.470
U 427 | F 427 | G 142 | D 0 | EPS 0.053 | L 62.242 | R 64.000 | Avg L 0.453 | Avg R 0.470
U 428 | F 428 | G 142 | D 0 | EPS 0.051 | L 62.242 | R 64.000 | Avg L 0.453 | Avg R 0.470
U 429 | F 429 | G 142 | D 0 | EPS 0.049 | L 62.242 | R 64.000 | Avg L 0.453 | Avg R 0.470
U 429 | F 429 | G 143 | D 0 | EPS 0.047 | L 62.212 | R 64.000 | Avg L 0.453 | Avg R 0.470
U 430 | F 430 | G 143 | D 0 | EPS 0.047 | L 62.212 | R 64.000 | Avg L 0.453 | Avg R 0.470
U 431 | F 431 | G 143 | D 0 | EPS 0.044 | L 62.212 | R 64.000 | Avg L 0.453 | Avg R 0.470
U 432 | F 432 | G 143 | D 0 | EPS 0.042 | L 62.212 | R 64.000 | Avg L 0.453 | Avg R 0.470
U 432 | F 432 | G 144 | D 0 | EPS 0.040 | L 63.177 | R 65.000 | Avg L 0.452 | Avg R 0.470
U 433 | F 433 | G 144 | D 0 | EPS 0.040 | L 63.177 | R 65.000 | Avg L 0.452 | Avg R 0.470
U 434 | F 434 | G 144 | D 0 | EPS 0.038 | L 63.177 | R 65.000 | Avg L 0.452 | Avg R 0.470
U 435 | F 435 | G 144 | D 0 | EPS 0.036 | L 63.177 | R 65.000 | Avg L 0.452 | Avg R 0.470
U 435 | F 435 | G 145 | D 0 | EPS 0.033 | L 63.145 | R 65.000 | Avg L 0.452 | Avg R 0.470
U 436 | F 436 | G 145 | D 0 | EPS 0.033 | L 63.145 | R 65.000 | Avg L 0.452 | Avg R 0.470
U 437 | F 437 | G 145 | D 0 | EPS 0.031 | L 63.145 | R 65.000 | Avg L 0.452 | Avg R 0.470
U 438 | F 438 | G 145 | D 0 | EPS 0.029 | L 63.145 | R 65.000 | Avg L 0.452 | Avg R 0.470
U 438 | F 438 | G 146 | D 0 | EPS 0.027 | L 63.112 | R 65.000 | Avg L 0.442 | Avg R 0.460
U 439 | F 439 | G 146 | D 0 | EPS 0.027 | L 63.112 | R 65.000 | Avg L 0.442 | Avg R 0.460
U 440 | F 440 | G 146 | D 0 | EPS 0.024 | L 63.112 | R 65.000 | Avg L 0.442 | Avg R 0.460
U 441 | F 441 | G 146 | D 0 | EPS 0.022 | L 63.112 | R 65.000 | Avg L 0.442 | Avg R 0.460
U 441 | F 441 | G 147 | D 0 | EPS 0.020 | L 64.076 | R 66.000 | Avg L 0.442 | Avg R 0.460
U 442 | F 442 | G 147 | D 0 | EPS 0.020 | L 64.076 | R 66.000 | Avg L 0.442 | Avg R 0.460
U 443 | F 443 | G 147 | D 0 | EPS 0.018 | L 64.076 | R 66.000 | Avg L 0.442 | Avg R 0.460
U 444 | F 444 | G 147 | D 0 | EPS 0.016 | L 64.076 | R 66.000 | Avg L 0.442 | Avg R 0.460
U 444 | F 444 | G 148 | D 0 | EPS 0.013 | L 64.043 | R 66.000 | Avg L 0.432 | Avg R 0.450
U 445 | F 445 | G 148 | D 0 | EPS 0.013 | L 64.043 | R 66.000 | Avg L 0.432 | Avg R 0.450
U 446 | F 446 | G 148 | D 0 | EPS 0.011 | L 64.043 | R 66.000 | Avg L 0.432 | Avg R 0.450
U 447 | F 447 | G 148 | D 0 | EPS 0.010 | L 64.043 | R 66.000 | Avg L 0.432 | Avg R 0.450
U 447 | F 447 | G 149 | D 0 | EPS 0.010 | L 65.008 | R 67.000 | Avg L 0.431 | Avg R 0.450
U 448 | F 448 | G 149 | D 0 | EPS 0.010 | L 65.008 | R 67.000 | Avg L 0.431 | Avg R 0.450
U 449 | F 449 | G 149 | D 0 | EPS 0.010 | L 65.008 | R 67.000 | Avg L 0.431 | Avg R 0.450
U 450 | F 450 | G 149 | D 0 | EPS 0.010 | L 65.008 | R 67.000 | Avg L 0.431 | Avg R 0.450
U 450 | F 450 | G 150 | D 0 | EPS 0.010 | L 65.972 | R 68.000 | Avg L 0.441 | Avg R 0.460
U 451 | F 451 | G 150 | D 0 | EPS 0.010 | L 65.972 | R 68.000 | Avg L 0.441 | Avg R 0.460
U 452 | F 452 | G 150 | D 0 | EPS 0.010 | L 65.972 | R 68.000 | Avg L 0.441 | Avg R 0.460
U 453 | F 453 | G 150 | D 0 | EPS 0.010 | L 65.972 | R 68.000 | Avg L 0.441 | Avg R 0.460
U 453 | F 453 | G 151 | D 0 | EPS 0.010 | L 65.935 | R 68.000 | Avg L 0.431 | Avg R 0.450
U 454 | F 454 | G 151 | D 0 | EPS 0.010 | L 65.935 | R 68.000 | Avg L 0.431 | Avg R 0.450
U 455 | F 455 | G 151 | D 0 | EPS 0.010 | L 65.935 | R 68.000 | Avg L 0.431 | Avg R 0.450
U 456 | F 456 | G 151 | D 0 | EPS 0.010 | L 65.935 | R 68.000 | Avg L 0.431 | Avg R 0.450
U 456 | F 456 | G 152 | D 0 | EPS 0.010 | L 66.893 | R 69.000 | Avg L 0.440 | Avg R 0.460
U 457 | F 457 | G 152 | D 0 | EPS 0.010 | L 66.893 | R 69.000 | Avg L 0.440 | Avg R 0.460
U 458 | F 458 | G 152 | D 0 | EPS 0.010 | L 66.893 | R 69.000 | Avg L 0.440 | Avg R 0.460
U 459 | F 459 | G 152 | D 0 | EPS 0.010 | L 66.893 | R 69.000 | Avg L 0.440 | Avg R 0.460
U 459 | F 459 | G 153 | D 0 | EPS 0.010 | L 66.855 | R 69.000 | Avg L 0.429 | Avg R 0.450
U 460 | F 460 | G 153 | D 0 | EPS 0.010 | L 66.855 | R 69.000 | Avg L 0.429 | Avg R 0.450
U 461 | F 461 | G 153 | D 0 | EPS 0.010 | L 66.855 | R 69.000 | Avg L 0.429 | Avg R 0.450
U 462 | F 462 | G 153 | D 0 | EPS 0.010 | L 66.855 | R 69.000 | Avg L 0.429 | Avg R 0.450
U 462 | F 462 | G 154 | D 0 | EPS 0.010 | L 66.814 | R 69.000 | Avg L 0.419 | Avg R 0.440
U 463 | F 463 | G 154 | D 0 | EPS 0.010 | L 66.814 | R 69.000 | Avg L 0.419 | Avg R 0.440
U 464 | F 464 | G 154 | D 0 | EPS 0.010 | L 66.814 | R 69.000 | Avg L 0.419 | Avg R 0.440
U 465 | F 465 | G 154 | D 0 | EPS 0.010 | L 66.814 | R 69.000 | Avg L 0.419 | Avg R 0.440
U 465 | F 465 | G 155 | D 0 | EPS 0.010 | L 66.775 | R 69.000 | Avg L 0.419 | Avg R 0.440
U 466 | F 466 | G 155 | D 0 | EPS 0.010 | L 66.775 | R 69.000 | Avg L 0.419 | Avg R 0.440
U 467 | F 467 | G 155 | D 0 | EPS 0.010 | L 66.775 | R 69.000 | Avg L 0.419 | Avg R 0.440
U 468 | F 468 | G 155 | D 0 | EPS 0.010 | L 66.775 | R 69.000 | Avg L 0.419 | Avg R 0.440
U 468 | F 468 | G 156 | D 0 | EPS 0.010 | L 66.732 | R 69.000 | Avg L 0.418 | Avg R 0.440
U 469 | F 469 | G 156 | D 0 | EPS 0.010 | L 66.732 | R 69.000 | Avg L 0.418 | Avg R 0.440
U 470 | F 470 | G 156 | D 0 | EPS 0.010 | L 66.732 | R 69.000 | Avg L 0.418 | Avg R 0.440
U 471 | F 471 | G 156 | D 0 | EPS 0.010 | L 66.732 | R 69.000 | Avg L 0.418 | Avg R 0.440
U 471 | F 471 | G 157 | D 0 | EPS 0.010 | L 66.691 | R 69.000 | Avg L 0.418 | Avg R 0.440
U 472 | F 472 | G 157 | D 0 | EPS 0.010 | L 66.691 | R 69.000 | Avg L 0.418 | Avg R 0.440
U 473 | F 473 | G 157 | D 0 | EPS 0.010 | L 66.691 | R 69.000 | Avg L 0.418 | Avg R 0.440
U 474 | F 474 | G 157 | D 0 | EPS 0.010 | L 66.691 | R 69.000 | Avg L 0.418 | Avg R 0.440
U 474 | F 474 | G 158 | D 0 | EPS 0.010 | L 66.650 | R 69.000 | Avg L 0.418 | Avg R 0.440
U 475 | F 475 | G 158 | D 0 | EPS 0.010 | L 66.650 | R 69.000 | Avg L 0.418 | Avg R 0.440
U 476 | F 476 | G 158 | D 0 | EPS 0.010 | L 66.650 | R 69.000 | Avg L 0.418 | Avg R 0.440
U 477 | F 477 | G 158 | D 0 | EPS 0.010 | L 66.650 | R 69.000 | Avg L 0.418 | Avg R 0.440
U 477 | F 477 | G 159 | D 0 | EPS 0.010 | L 67.604 | R 70.000 | Avg L 0.427 | Avg R 0.450
U 478 | F 478 | G 159 | D 0 | EPS 0.010 | L 67.604 | R 70.000 | Avg L 0.427 | Avg R 0.450
U 479 | F 479 | G 159 | D 0 | EPS 0.010 | L 67.604 | R 70.000 | Avg L 0.427 | Avg R 0.450
U 480 | F 480 | G 159 | D 0 | EPS 0.010 | L 67.604 | R 70.000 | Avg L 0.427 | Avg R 0.450
U 480 | F 480 | G 160 | D 0 | EPS 0.010 | L 67.559 | R 70.000 | Avg L 0.417 | Avg R 0.440
U 481 | F 481 | G 160 | D 0 | EPS 0.010 | L 67.559 | R 70.000 | Avg L 0.417 | Avg R 0.440
U 482 | F 482 | G 160 | D 0 | EPS 0.010 | L 67.559 | R 70.000 | Avg L 0.417 | Avg R 0.440
U 483 | F 483 | G 160 | D 0 | EPS 0.010 | L 67.559 | R 70.000 | Avg L 0.417 | Avg R 0.440
U 483 | F 483 | G 161 | D 0 | EPS 0.010 | L 68.512 | R 71.000 | Avg L 0.427 | Avg R 0.450
U 484 | F 484 | G 161 | D 0 | EPS 0.010 | L 68.512 | R 71.000 | Avg L 0.427 | Avg R 0.450
U 485 | F 485 | G 161 | D 0 | EPS 0.010 | L 68.512 | R 71.000 | Avg L 0.427 | Avg R 0.450
U 486 | F 486 | G 161 | D 0 | EPS 0.010 | L 68.512 | R 71.000 | Avg L 0.427 | Avg R 0.450
U 486 | F 486 | G 162 | D 0 | EPS 0.010 | L 68.468 | R 71.000 | Avg L 0.426 | Avg R 0.450
U 487 | F 487 | G 162 | D 0 | EPS 0.010 | L 68.468 | R 71.000 | Avg L 0.426 | Avg R 0.450
U 488 | F 488 | G 162 | D 0 | EPS 0.010 | L 68.468 | R 71.000 | Avg L 0.426 | Avg R 0.450
U 489 | F 489 | G 162 | D 0 | EPS 0.010 | L 68.468 | R 71.000 | Avg L 0.426 | Avg R 0.450
U 489 | F 489 | G 163 | D 0 | EPS 0.010 | L 69.419 | R 72.000 | Avg L 0.426 | Avg R 0.450
U 490 | F 490 | G 163 | D 0 | EPS 0.010 | L 69.419 | R 72.000 | Avg L 0.426 | Avg R 0.450
U 491 | F 491 | G 163 | D 0 | EPS 0.010 | L 69.419 | R 72.000 | Avg L 0.426 | Avg R 0.450
U 492 | F 492 | G 163 | D 0 | EPS 0.010 | L 69.419 | R 72.000 | Avg L 0.426 | Avg R 0.450
U 492 | F 492 | G 164 | D 0 | EPS 0.010 | L 70.371 | R 73.000 | Avg L 0.435 | Avg R 0.460
U 493 | F 493 | G 164 | D 0 | EPS 0.010 | L 70.371 | R 73.000 | Avg L 0.435 | Avg R 0.460
U 494 | F 494 | G 164 | D 0 | EPS 0.010 | L 70.371 | R 73.000 | Avg L 0.435 | Avg R 0.460
U 495 | F 495 | G 164 | D 0 | EPS 0.010 | L 70.371 | R 73.000 | Avg L 0.435 | Avg R 0.460
U 495 | F 495 | G 165 | D 0 | EPS 0.010 | L 70.326 | R 73.000 | Avg L 0.435 | Avg R 0.460
U 496 | F 496 | G 165 | D 0 | EPS 0.010 | L 70.326 | R 73.000 | Avg L 0.435 | Avg R 0.460
U 497 | F 497 | G 165 | D 0 | EPS 0.010 | L 70.326 | R 73.000 | Avg L 0.435 | Avg R 0.460
U 498 | F 498 | G 165 | D 0 | EPS 0.010 | L 70.326 | R 73.000 | Avg L 0.435 | Avg R 0.460
U 498 | F 498 | G 166 | D 0 | EPS 0.010 | L 71.276 | R 74.000 | Avg L 0.444 | Avg R 0.470
U 499 | F 499 | G 166 | D 0 | EPS 0.010 | L 71.276 | R 74.000 | Avg L 0.444 | Avg R 0.470
U 500 | F 500 | G 166 | D 0 | EPS 0.010 | L 71.276 | R 74.000 | Avg L 0.444 | Avg R 0.470
U 501 | F 501 | G 166 | D 0 | EPS 0.010 | L 71.276 | R 74.000 | Avg L 0.444 | Avg R 0.470
U 501 | F 501 | G 167 | D 0 | EPS 0.010 | L 72.224 | R 75.000 | Avg L 0.454 | Avg R 0.480
U 502 | F 502 | G 167 | D 0 | EPS 0.010 | L 72.224 | R 75.000 | Avg L 0.454 | Avg R 0.480
U 503 | F 503 | G 167 | D 0 | EPS 0.010 | L 72.224 | R 75.000 | Avg L 0.454 | Avg R 0.480
U 504 | F 504 | G 167 | D 0 | EPS 0.010 | L 72.224 | R 75.000 | Avg L 0.454 | Avg R 0.480
U 504 | F 504 | G 168 | D 0 | EPS 0.010 | L 72.172 | R 75.000 | Avg L 0.444 | Avg R 0.470
U 505 | F 505 | G 168 | D 0 | EPS 0.010 | L 72.172 | R 75.000 | Avg L 0.444 | Avg R 0.470
U 506 | F 506 | G 168 | D 0 | EPS 0.010 | L 72.172 | R 75.000 | Avg L 0.444 | Avg R 0.470
U 507 | F 507 | G 168 | D 0 | EPS 0.010 | L 72.172 | R 75.000 | Avg L 0.444 | Avg R 0.470
U 507 | F 507 | G 169 | D 0 | EPS 0.010 | L 73.115 | R 76.000 | Avg L 0.444 | Avg R 0.470
U 508 | F 508 | G 169 | D 0 | EPS 0.010 | L 73.115 | R 76.000 | Avg L 0.444 | Avg R 0.470
U 509 | F 509 | G 169 | D 0 | EPS 0.010 | L 73.115 | R 76.000 | Avg L 0.444 | Avg R 0.470
U 510 | F 510 | G 169 | D 0 | EPS 0.010 | L 73.115 | R 76.000 | Avg L 0.444 | Avg R 0.470
U 510 | F 510 | G 170 | D 0 | EPS 0.010 | L 74.056 | R 77.000 | Avg L 0.443 | Avg R 0.470
U 511 | F 511 | G 170 | D 0 | EPS 0.010 | L 74.056 | R 77.000 | Avg L 0.443 | Avg R 0.470
U 512 | F 512 | G 170 | D 0 | EPS 0.010 | L 74.056 | R 77.000 | Avg L 0.443 | Avg R 0.470
U 513 | F 513 | G 170 | D 0 | EPS 0.010 | L 74.056 | R 77.000 | Avg L 0.443 | Avg R 0.470
U 513 | F 513 | G 171 | D 0 | EPS 0.010 | L 74.995 | R 78.000 | Avg L 0.443 | Avg R 0.470
U 514 | F 514 | G 171 | D 0 | EPS 0.010 | L 74.995 | R 78.000 | Avg L 0.443 | Avg R 0.470
U 515 | F 515 | G 171 | D 0 | EPS 0.010 | L 74.995 | R 78.000 | Avg L 0.443 | Avg R 0.470
U 516 | F 516 | G 171 | D 0 | EPS 0.010 | L 74.995 | R 78.000 | Avg L 0.443 | Avg R 0.470
U 516 | F 516 | G 172 | D 0 | EPS 0.010 | L 74.938 | R 78.000 | Avg L 0.433 | Avg R 0.460
U 517 | F 517 | G 172 | D 0 | EPS 0.010 | L 74.938 | R 78.000 | Avg L 0.433 | Avg R 0.460
U 518 | F 518 | G 172 | D 0 | EPS 0.010 | L 74.938 | R 78.000 | Avg L 0.433 | Avg R 0.460
U 519 | F 519 | G 172 | D 0 | EPS 0.010 | L 74.938 | R 78.000 | Avg L 0.433 | Avg R 0.460
U 519 | F 519 | G 173 | D 0 | EPS 0.010 | L 74.878 | R 78.000 | Avg L 0.423 | Avg R 0.450
U 520 | F 520 | G 173 | D 0 | EPS 0.010 | L 74.878 | R 78.000 | Avg L 0.423 | Avg R 0.450
U 521 | F 521 | G 173 | D 0 | EPS 0.010 | L 74.878 | R 78.000 | Avg L 0.423 | Avg R 0.450
U 522 | F 522 | G 173 | D 0 | EPS 0.010 | L 74.878 | R 78.000 | Avg L 0.423 | Avg R 0.450
U 522 | F 522 | G 174 | D 0 | EPS 0.010 | L 74.819 | R 78.000 | Avg L 0.413 | Avg R 0.440
U 523 | F 523 | G 174 | D 0 | EPS 0.010 | L 74.819 | R 78.000 | Avg L 0.413 | Avg R 0.440
U 524 | F 524 | G 174 | D 0 | EPS 0.010 | L 74.819 | R 78.000 | Avg L 0.413 | Avg R 0.440
U 525 | F 525 | G 174 | D 0 | EPS 0.010 | L 74.819 | R 78.000 | Avg L 0.413 | Avg R 0.440
U 525 | F 525 | G 175 | D 0 | EPS 0.010 | L 74.760 | R 78.000 | Avg L 0.412 | Avg R 0.440
U 526 | F 526 | G 175 | D 0 | EPS 0.010 | L 74.760 | R 78.000 | Avg L 0.412 | Avg R 0.440
U 527 | F 527 | G 175 | D 0 | EPS 0.010 | L 74.760 | R 78.000 | Avg L 0.412 | Avg R 0.440
U 528 | F 528 | G 175 | D 0 | EPS 0.010 | L 74.760 | R 78.000 | Avg L 0.412 | Avg R 0.440
U 528 | F 528 | G 176 | D 0 | EPS 0.010 | L 75.696 | R 79.000 | Avg L 0.412 | Avg R 0.440
U 529 | F 529 | G 176 | D 0 | EPS 0.010 | L 75.696 | R 79.000 | Avg L 0.412 | Avg R 0.440
U 530 | F 530 | G 176 | D 0 | EPS 0.010 | L 75.696 | R 79.000 | Avg L 0.412 | Avg R 0.440
U 531 | F 531 | G 176 | D 0 | EPS 0.010 | L 75.696 | R 79.000 | Avg L 0.412 | Avg R 0.440
U 531 | F 531 | G 177 | D 0 | EPS 0.010 | L 76.654 | R 80.000 | Avg L 0.421 | Avg R 0.450
U 532 | F 532 | G 177 | D 0 | EPS 0.010 | L 76.654 | R 80.000 | Avg L 0.421 | Avg R 0.450
U 533 | F 533 | G 177 | D 0 | EPS 0.010 | L 76.654 | R 80.000 | Avg L 0.421 | Avg R 0.450
U 534 | F 534 | G 177 | D 0 | EPS 0.010 | L 76.654 | R 80.000 | Avg L 0.421 | Avg R 0.450
U 534 | F 534 | G 178 | D 0 | EPS 0.010 | L 77.588 | R 81.000 | Avg L 0.430 | Avg R 0.460
U 535 | F 535 | G 178 | D 0 | EPS 0.010 | L 77.588 | R 81.000 | Avg L 0.430 | Avg R 0.460
U 536 | F 536 | G 178 | D 0 | EPS 0.010 | L 77.588 | R 81.000 | Avg L 0.430 | Avg R 0.460
U 537 | F 537 | G 178 | D 0 | EPS 0.010 | L 77.588 | R 81.000 | Avg L 0.430 | Avg R 0.460
U 537 | F 537 | G 179 | D 0 | EPS 0.010 | L 78.520 | R 82.000 | Avg L 0.429 | Avg R 0.460
U 538 | F 538 | G 179 | D 0 | EPS 0.010 | L 78.520 | R 82.000 | Avg L 0.429 | Avg R 0.460
U 539 | F 539 | G 179 | D 0 | EPS 0.010 | L 78.520 | R 82.000 | Avg L 0.429 | Avg R 0.460
U 540 | F 540 | G 179 | D 0 | EPS 0.010 | L 78.520 | R 82.000 | Avg L 0.429 | Avg R 0.460
U 540 | F 540 | G 180 | D 0 | EPS 0.010 | L 79.453 | R 83.000 | Avg L 0.439 | Avg R 0.470
U 541 | F 541 | G 180 | D 0 | EPS 0.010 | L 79.453 | R 83.000 | Avg L 0.439 | Avg R 0.470
U 542 | F 542 | G 180 | D 0 | EPS 0.010 | L 79.453 | R 83.000 | Avg L 0.439 | Avg R 0.470
U 543 | F 543 | G 180 | D 0 | EPS 0.010 | L 79.453 | R 83.000 | Avg L 0.439 | Avg R 0.470
U 543 | F 543 | G 181 | D 0 | EPS 0.010 | L 80.134 | R 84.000 | Avg L 0.436 | Avg R 0.470
U 544 | F 544 | G 181 | D 0 | EPS 0.010 | L 80.134 | R 84.000 | Avg L 0.436 | Avg R 0.470
U 545 | F 545 | G 181 | D 0 | EPS 0.010 | L 80.134 | R 84.000 | Avg L 0.436 | Avg R 0.470
U 546 | F 546 | G 181 | D 0 | EPS 0.010 | L 80.134 | R 84.000 | Avg L 0.436 | Avg R 0.470
U 546 | F 546 | G 182 | D 0 | EPS 0.010 | L 81.062 | R 85.000 | Avg L 0.435 | Avg R 0.470
U 547 | F 547 | G 182 | D 0 | EPS 0.010 | L 81.062 | R 85.000 | Avg L 0.435 | Avg R 0.470
U 548 | F 548 | G 182 | D 0 | EPS 0.010 | L 81.062 | R 85.000 | Avg L 0.435 | Avg R 0.470
U 549 | F 549 | G 182 | D 0 | EPS 0.010 | L 81.062 | R 85.000 | Avg L 0.435 | Avg R 0.470
U 549 | F 549 | G 183 | D 0 | EPS 0.010 | L 81.989 | R 86.000 | Avg L 0.444 | Avg R 0.480
U 550 | F 550 | G 183 | D 0 | EPS 0.010 | L 81.989 | R 86.000 | Avg L 0.444 | Avg R 0.480
U 551 | F 551 | G 183 | D 0 | EPS 0.010 | L 81.989 | R 86.000 | Avg L 0.444 | Avg R 0.480
U 552 | F 552 | G 183 | D 0 | EPS 0.010 | L 81.989 | R 86.000 | Avg L 0.444 | Avg R 0.480
U 552 | F 552 | G 184 | D 0 | EPS 0.010 | L 81.919 | R 86.000 | Avg L 0.444 | Avg R 0.480
U 553 | F 553 | G 184 | D 0 | EPS 0.010 | L 81.919 | R 86.000 | Avg L 0.444 | Avg R 0.480
U 554 | F 554 | G 184 | D 0 | EPS 0.010 | L 81.919 | R 86.000 | Avg L 0.444 | Avg R 0.480
U 555 | F 555 | G 184 | D 0 | EPS 0.010 | L 81.919 | R 86.000 | Avg L 0.444 | Avg R 0.480
U 555 | F 555 | G 185 | D 0 | EPS 0.010 | L 81.849 | R 86.000 | Avg L 0.433 | Avg R 0.470
U 556 | F 556 | G 185 | D 0 | EPS 0.010 | L 81.849 | R 86.000 | Avg L 0.433 | Avg R 0.470
U 557 | F 557 | G 185 | D 0 | EPS 0.010 | L 81.849 | R 86.000 | Avg L 0.433 | Avg R 0.470
U 558 | F 558 | G 185 | D 0 | EPS 0.010 | L 81.849 | R 86.000 | Avg L 0.433 | Avg R 0.470
U 558 | F 558 | G 186 | D 0 | EPS 0.010 | L 82.777 | R 87.000 | Avg L 0.442 | Avg R 0.480
